번호,상호,주소,기간,휘발유,동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 07월 5주,1314.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 08월 1주,1314.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 08월 2주,1314.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 08월 3주,1314.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 08월 4주,1322.57,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 09월 1주,1329.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 09월 2주,1329.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 09월 3주,1323.57,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 09월 4주,1297.14,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 09월 5주,1295.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 10월 1주,1295.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 10월 2주,1293.29,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 10월 3주,1282.0,신창동
A0020707,지에스칼텍스(주)신창셀프주유소,광주 광산구 북문대로 350,2020년 10월 4주,1278.14,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 11월 1주,1495.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 11월 2주,1495.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 11월 3주,1495.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 11월 4주,1495.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 12월 1주,1498.43,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 12월 2주,1519.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 12월 3주,1519.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2019년 12월 4주,1519.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 01월 1주,1519.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 01월 2주,1527.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 01월 3주,1539.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 01월 4주,1539.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 01월 5주,1508.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 02월 1주,1498.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 02월 2주,1496.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 02월 3주,1485.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 02월 4주,1471.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 03월 1주,1467.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 03월 2주,1430.43,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 03월 3주,1419.43,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 03월 4주,1394.86,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 04월 1주,1353.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 04월 2주,1322.71,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 04월 3주,1270.14,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 04월 4주,1262.71,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 04월 5주,1250.71,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 05월 1주,1233.86,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 05월 2주,1183.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 05월 3주,1188.29,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 05월 4주,1235.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 06월 1주,1235.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 06월 2주,1289.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 06월 3주,1298.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 06월 4주,1302.43,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 07월 1주,1329.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 07월 2주,1329.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 07월 3주,1329.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 07월 4주,1329.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 07월 5주,1311.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 08월 1주,1295.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 08월 2주,1299.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 08월 3주,1304.71,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 08월 4주,1309.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 09월 1주,1299.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 09월 2주,1281.57,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 09월 3주,1279.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 09월 4주,1279.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 09월 5주,1279.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 10월 1주,1279.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 10월 2주,1279.0,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 10월 3주,1274.71,신창동
A0020169,굿모닝주유소,광주 광산구 북문대로 389 (신창동),2020년 10월 4주,1249.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 11월 1주,1482.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 11월 2주,1482.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 11월 3주,1482.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 11월 4주,1485.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 12월 1주,1492.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 12월 2주,1496.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 12월 3주,1511.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2019년 12월 4주,1514.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 01월 1주,1514.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 01월 2주,1513.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 01월 3주,1508.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 01월 4주,1508.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 01월 5주,1508.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 02월 1주,1498.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 02월 2주,1496.57,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 02월 3주,1440.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 02월 4주,1433.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 03월 1주,1446.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 03월 2주,1430.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 03월 3주,1419.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 03월 4주,1394.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 04월 1주,1353.57,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 04월 2주,1322.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 04월 3주,1270.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 04월 4주,1262.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 04월 5주,1250.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 05월 1주,1221.86,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 05월 2주,1168.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 05월 3주,1169.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 05월 4주,1186.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 06월 1주,1214.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 06월 2주,1270.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 06월 3주,1279.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 06월 4주,1292.57,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 07월 1주,1309.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 07월 2주,1306.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 07월 3주,1310.71,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 07월 4주,1310.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 07월 5주,1303.57,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 08월 1주,1292.43,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 08월 2주,1294.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 08월 3주,1293.29,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 08월 4주,1290.29,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 09월 1주,1289.86,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 09월 2주,1286.14,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 09월 3주,1279.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 09월 4주,1279.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 09월 5주,1279.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 10월 1주,1271.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 10월 2주,1265.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 10월 3주,1262.0,신창동
A0020448,화산주유소,광주 광산구 북문대로 393 (신창동),2020년 10월 4주,1250.29,신창동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 11월 1주,1487.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 11월 2주,1487.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 11월 3주,1487.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 11월 4주,1487.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 12월 1주,1489.86,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 12월 2주,1497.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 12월 3주,1515.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2019년 12월 4주,1515.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 01월 1주,1515.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 01월 2주,1524.14,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 01월 3주,1547.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 01월 4주,1547.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 01월 5주,1547.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 02월 1주,1518.71,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 02월 2주,1514.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 02월 3주,1514.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 02월 4주,1503.14,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 03월 1주,1473.14,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 03월 2주,1442.57,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 03월 3주,1423.43,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 03월 4주,1403.71,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 04월 1주,1376.71,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 04월 2주,1337.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 04월 3주,1317.57,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 04월 4주,1271.43,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 04월 5주,1253.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 05월 1주,1236.57,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 05월 2주,1210.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 05월 3주,1210.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 05월 4주,1210.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 06월 1주,1214.71,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 06월 2주,1262.43,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 06월 3주,1275.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 06월 4주,1305.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 07월 1주,1335.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 07월 2주,1335.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 07월 3주,1335.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 07월 4주,1326.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 07월 5주,1314.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 08월 1주,1299.71,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 08월 2주,1294.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 08월 3주,1294.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 08월 4주,1294.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 09월 1주,1303.43,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 09월 2주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 09월 3주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 09월 4주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 09월 5주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 10월 1주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 10월 2주,1297.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 10월 3주,1282.0,수완동
A0020205,산월Self주유소,광주 광산구 북문대로 579 (수완동),2020년 10월 4주,1276.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 11월 1주,1489.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 11월 2주,1489.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 11월 3주,1489.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 11월 4주,1489.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 12월 1주,1490.14,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 12월 2주,1497.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 12월 3주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2019년 12월 4주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 01월 1주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 01월 2주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 01월 3주,1547.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 01월 4주,1547.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 01월 5주,1547.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 02월 1주,1521.29,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 02월 2주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 02월 3주,1517.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 02월 4주,1506.14,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 03월 1주,1473.29,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 03월 2주,1446.14,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 03월 3주,1425.57,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 03월 4주,1407.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 04월 1주,1378.71,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 04월 2주,1340.43,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 04월 3주,1314.14,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 04월 4주,1275.57,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 04월 5주,1255.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 05월 1주,1246.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 05월 2주,1216.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 05월 3주,1216.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 05월 4주,1216.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 06월 1주,1220.43,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 06월 2주,1268.14,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 06월 3주,1279.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 06월 4주,1309.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 07월 1주,1339.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 07월 2주,1339.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 07월 3주,1339.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 07월 4주,1330.43,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 07월 5주,1319.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 08월 1주,1304.71,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 08월 2주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 08월 3주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 08월 4주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 09월 1주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 09월 2주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 09월 3주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 09월 4주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 09월 5주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 10월 1주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 10월 2주,1299.0,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 10월 3주,1284.71,수완동
A0020385,수완주유소,광주 광산구 북문대로 639 (수완동),2020년 10월 4주,1279.0,수완동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 11월 1주,1518.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 11월 2주,1519.43,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 11월 3주,1530.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 11월 4주,1538.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 12월 1주,1538.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 12월 2주,1538.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 12월 3주,1545.14,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2019년 12월 4주,1548.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 01월 1주,1548.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 01월 2주,1556.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 01월 3주,1568.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 01월 4주,1570.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 01월 5주,1568.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 02월 1주,1558.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 02월 2주,1543.71,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 02월 3주,1538.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 02월 4주,1535.14,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 03월 1주,1518.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 03월 2주,1492.29,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 03월 3주,1475.14,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 03월 4주,1445.14,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 04월 1주,1406.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 04월 2주,1382.29,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 04월 3주,1346.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 04월 4주,1315.14,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 04월 5주,1293.71,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 05월 1주,1273.71,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 05월 2주,1260.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 05월 3주,1259.43,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 05월 4주,1268.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 06월 1주,1279.43,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 06월 2주,1299.43,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 06월 3주,1319.43,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 06월 4주,1336.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 07월 1주,1350.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 07월 2주,1358.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 07월 3주,1358.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 07월 4주,1358.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 07월 5주,1348.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 08월 1주,1348.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 08월 2주,1343.71,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 08월 3주,1340.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 08월 4주,1348.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 09월 1주,1340.86,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 09월 2주,1338.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 09월 3주,1338.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 09월 4주,1332.29,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 09월 5주,1326.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 10월 1주,1318.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 10월 2주,1306.57,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 10월 3주,1298.0,비아동
A0020259,광장주유소(s),광주 광산구 북문대로 907 (비아동),2020년 10월 4주,1298.0,비아동
A0020255,첨단현대주유소,광주 광산구 비아동원촌길 89 (비아동),2019년 11월 1주,1518.0,비아동
