"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 07월 1주","SK에너지","일반","0.00","1334.29","1134.29","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 07월 2주","SK에너지","일반","0.00","1338.00","1138.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 07월 3주","SK에너지","일반","0.00","1338.00","1138.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 07월 4주","SK에너지","일반","0.00","1345.14","1145.14","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 07월 5주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 08월 1주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 08월 2주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 08월 3주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 08월 4주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 09월 1주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 09월 2주","SK에너지","일반","0.00","1348.00","1148.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 09월 3주","SK에너지","일반","0.00","1312.29","1105.14","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 09월 4주","SK에너지","일반","0.00","1298.00","1098.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 09월 5주","SK에너지","일반","0.00","1298.00","1098.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 10월 1주","SK에너지","일반","0.00","1298.00","1098.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 10월 2주","SK에너지","일반","0.00","1305.14","1098.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 10월 3주","SK에너지","일반","0.00","1298.00","1098.00","0.00"
"A0020638","광주 광산구","마트몰(주)송헌지점","광주 광산구 사암로 104 (우산동)","2020년 10월 4주","SK에너지","일반","0.00","1298.00","1098.00","0.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 05월 1주","SK에너지","일반","0.00","1336.57","1146.57","1000.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 05월 2주","SK에너지","일반","0.00","1288.00","1128.00","1000.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 05월 3주","SK에너지","일반","0.00","1288.00","1113.71","864.29"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 05월 4주","SK에너지","일반","0.00","1316.57","1128.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 06월 1주","SK에너지","일반","0.00","1335.14","1120.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 06월 2주","SK에너지","일반","0.00","1359.43","1159.43","892.86"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 06월 3주","SK에너지","일반","0.00","1384.57","1170.29","885.71"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 06월 4주","SK에너지","일반","0.00","1397.00","1175.57","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 07월 1주","SK에너지","일반","0.00","1397.00","1180.71","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 07월 2주","SK에너지","일반","0.00","1397.00","1201.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 07월 3주","SK에너지","일반","0.00","1397.00","1180.43","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 07월 4주","SK에너지","일반","0.00","1397.00","1209.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 07월 5주","SK에너지","일반","0.00","1397.00","1201.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 08월 1주","SK에너지","일반","0.00","1389.86","1201.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 08월 2주","SK에너지","일반","0.00","1397.00","1187.57","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 08월 3주","SK에너지","일반","0.00","1389.86","1201.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 08월 4주","SK에너지","일반","0.00","1397.00","1201.86","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 09월 1주","SK에너지","일반","0.00","1397.00","1173.29","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 09월 2주","SK에너지","일반","0.00","1397.00","1209.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 09월 3주","SK에너지","일반","0.00","1397.00","1209.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 09월 4주","SK에너지","일반","0.00","1397.00","1201.86","878.57"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 09월 5주","SK에너지","일반","0.00","1397.00","1209.00","878.57"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 10월 1주","SK에너지","일반","0.00","1397.00","1209.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 10월 2주","SK에너지","일반","0.00","1397.00","1209.00","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 10월 3주","SK에너지","일반","0.00","1397.00","1203.29","900.00"
"A0020251","광주 광산구","만선주유소","광주 광산구 임곡로 795 (도천동)","2020년 10월 4주","SK에너지","일반","0.00","1397.00","1199.00","1000.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 05월 1주","현대오일뱅크","일반","0.00","1277.00","1077.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 05월 2주","현대오일뱅크","일반","0.00","1260.57","1060.57","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 05월 3주","현대오일뱅크","일반","0.00","1249.71","1049.71","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 05월 4주","현대오일뱅크","일반","0.00","1249.00","1049.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 06월 1주","현대오일뱅크","일반","0.00","1249.00","1049.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 06월 2주","현대오일뱅크","일반","0.00","1275.57","1079.86","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 06월 3주","현대오일뱅크","일반","0.00","1303.29","1103.29","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 06월 4주","현대오일뱅크","일반","0.00","1318.29","1118.29","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 07월 1주","현대오일뱅크","일반","0.00","1329.71","1129.71","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 07월 2주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 07월 3주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 07월 4주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 07월 5주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 08월 1주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 08월 2주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 08월 3주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 08월 4주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 09월 1주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 09월 2주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 09월 3주","현대오일뱅크","일반","0.00","1334.00","1134.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 09월 4주","현대오일뱅크","일반","0.00","1316.86","1116.86","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 09월 5주","현대오일뱅크","일반","0.00","1314.00","1114.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 10월 1주","현대오일뱅크","일반","0.00","1314.00","1114.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 10월 2주","현대오일뱅크","일반","0.00","1314.00","1114.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 10월 3주","현대오일뱅크","일반","0.00","1314.00","1114.00","0.00"
"A0020692","광주 광산구","미스두바이주유소","광주 광산구 사암로 788 (도천동)","2020년 10월 4주","현대오일뱅크","일반","0.00","1314.00","1114.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 05월 1주","현대오일뱅크","일반","0.00","1221.43","1025.71","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 05월 2주","현대오일뱅크","일반","0.00","1211.43","1016.43","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 05월 3주","현대오일뱅크","일반","0.00","1210.00","1015.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 05월 4주","현대오일뱅크","일반","0.00","1210.00","1015.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 06월 1주","현대오일뱅크","일반","0.00","1215.71","1025.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 06월 2주","현대오일뱅크","일반","0.00","1254.29","1058.57","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 06월 3주","현대오일뱅크","일반","0.00","1276.43","1077.86","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 06월 4주","현대오일뱅크","일반","0.00","1314.00","1114.71","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 07월 1주","현대오일뱅크","일반","0.00","1313.57","1113.57","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 07월 2주","현대오일뱅크","일반","0.00","1313.29","1120.43","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 07월 3주","현대오일뱅크","일반","0.00","1315.00","1125.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 07월 4주","현대오일뱅크","일반","0.00","1311.57","1121.57","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 07월 5주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 08월 1주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 08월 2주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 08월 3주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 08월 4주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 09월 1주","현대오일뱅크","일반","0.00","1309.00","1119.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 09월 2주","현대오일뱅크","일반","0.00","1307.57","1110.43","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 09월 3주","현대오일뱅크","일반","0.00","1283.57","1080.71","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 09월 4주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 09월 5주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 10월 1주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 10월 2주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 10월 3주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0019991","광주 광산구","반디석유운남점","광주 광산구 하남대로 364","2020년 10월 4주","현대오일뱅크","일반","0.00","1275.00","1065.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 05월 1주","S-OIL","셀프","0.00","1269.00","1069.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 05월 2주","S-OIL","셀프","0.00","1269.00","1069.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 05월 3주","S-OIL","셀프","0.00","1251.86","1060.43","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 05월 4주","S-OIL","셀프","0.00","1229.00","1049.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 06월 1주","S-OIL","셀프","0.00","1229.00","1049.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 06월 2주","S-OIL","셀프","0.00","1283.29","1093.29","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 06월 3주","S-OIL","셀프","0.00","1310.43","1110.43","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 06월 4주","S-OIL","셀프","0.00","1333.29","1133.29","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 07월 1주","S-OIL","셀프","0.00","1347.57","1147.57","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 07월 2주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 07월 3주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 07월 4주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 07월 5주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 08월 1주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 08월 2주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 08월 3주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 08월 4주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 09월 1주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 09월 2주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 09월 3주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 09월 4주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 09월 5주","S-OIL","셀프","0.00","1359.00","1159.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 10월 1주","S-OIL","셀프","0.00","1339.00","1139.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 10월 2주","S-OIL","셀프","0.00","1333.29","1133.29","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 10월 3주","S-OIL","셀프","0.00","1319.00","1119.00","0.00"
"A0032854","광주 광산구","보훈주유소","광주 광산구 첨단봉산안길 102","2020년 10월 4주","S-OIL","셀프","0.00","1319.00","1119.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 05월 1주","S-OIL","일반","0.00","1259.00","1099.00","1100.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 05월 2주","S-OIL","일반","0.00","1259.00","1099.00","1100.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 05월 3주","S-OIL","일반","0.00","1267.57","1099.00","1100.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 05월 4주","S-OIL","일반","0.00","1289.00","1099.00","1100.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 06월 1주","S-OIL","일반","0.00","1314.71","1101.86","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 06월 2주","S-OIL","일반","0.00","1340.43","1130.43","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 06월 3주","S-OIL","일반","0.00","1369.00","1157.57","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 06월 4주","S-OIL","일반","0.00","1377.57","1156.14","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 07월 1주","S-OIL","일반","0.00","1397.57","1179.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 07월 2주","S-OIL","일반","0.00","1399.00","1190.43","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 07월 3주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 07월 4주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 07월 5주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 08월 1주","S-OIL","일반","0.00","1399.00","1190.57","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 08월 2주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 08월 3주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 08월 4주","S-OIL","일반","0.00","1399.00","1190.57","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 09월 1주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 09월 2주","S-OIL","일반","0.00","1399.00","1193.43","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 09월 3주","S-OIL","일반","0.00","1399.00","1201.86","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 09월 4주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 09월 5주","S-OIL","일반","0.00","1399.00","1199.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 10월 1주","S-OIL","일반","0.00","1399.00","1190.57","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 10월 2주","S-OIL","일반","0.00","1399.00","1184.71","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 10월 3주","S-OIL","일반","0.00","1399.00","1179.00","0.00"
"A0020221","광주 광산구","부싯돌주유소","광주 광산구 동곡로 645 (송촌동)","2020년 10월 4주","S-OIL","일반","0.00","1399.00","1179.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 05월 1주","S-OIL","셀프","0.00","1232.43","1042.43","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 05월 2주","S-OIL","셀프","0.00","1210.71","1020.71","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 05월 3주","S-OIL","셀프","0.00","1200.43","1019.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 05월 4주","S-OIL","셀프","0.00","1199.00","1019.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 06월 1주","S-OIL","셀프","0.00","1220.43","1027.86","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 06월 2주","S-OIL","셀프","0.00","1268.14","1078.14","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 06월 3주","S-OIL","셀프","0.00","1280.71","1090.71","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 06월 4주","S-OIL","셀프","0.00","1302.14","1107.86","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 07월 1주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 07월 2주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 07월 3주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 07월 4주","S-OIL","셀프","0.00","1325.00","1125.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 07월 5주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 08월 1주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 08월 2주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 08월 3주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 08월 4주","S-OIL","셀프","0.00","1325.00","1125.00","950.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 09월 1주","S-OIL","셀프","0.00","1325.00","1125.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 09월 2주","S-OIL","셀프","0.00","1321.29","1121.29","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 09월 3주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 09월 4주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 09월 5주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 10월 1주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 10월 2주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 10월 3주","S-OIL","셀프","0.00","1299.00","1099.00","0.00"
"A0021041","광주 광산구","북문대로주유소","광주 광산구 북문대로 319 (신창동)","2020년 10월 4주","S-OIL","셀프","0.00","1290.43","1090.43","0.00"
"A0020144","광주 광산구","빛그린주유소","광주 광산구 영광로 3797","2020년 05월 1주","SK에너지","일반","0.00","1235.00","1035.00","750.00"
"A0020144","광주 광산구","빛그린주유소","광주 광산구 영광로 3797","2020년 05월 2주","SK에너지","일반","0.00","1235.00","1035.00","721.43"
