동,2019년 11월 1주,2019년 11월 2주,2019년 11월 3주,2019년 11월 4주,2019년 12월 1주,2019년 12월 2주,2019년 12월 3주,2019년 12월 4주,2020년 01월 1주,2020년 01월 2주,2020년 01월 3주,2020년 01월 4주,2020년 01월 5주,2020년 02월 1주,2020년 02월 2주,2020년 02월 3주,2020년 02월 4주,2020년 03월 1주,2020년 03월 2주,2020년 03월 3주,2020년 03월 4주,2020년 04월 1주,2020년 04월 2주,2020년 04월 3주,2020년 04월 4주,2020년 04월 5주,2020년 05월 1주,2020년 05월 2주,2020년 05월 3주,2020년 05월 4주,2020년 06월 1주,2020년 06월 2주,2020년 06월 3주,2020년 06월 4주,2020년 07월 1주,2020년 07월 2주,2020년 07월 3주,2020년 07월 4주,2020년 07월 5주,2020년 08월 1주,2020년 08월 2주,2020년 08월 3주,2020년 08월 4주,2020년 09월 1주,2020년 09월 2주,2020년 09월 3주,2020년 09월 4주,2020년 09월 5주,2020년 10월 1주,2020년 10월 2주,2020년 10월 3주,2020년 10월 4주
각화동,1574.0,1574.0,1574.0,1574.0,1574.0,1579.0,1584.0,1584.0,1591.855,1594.0,1594.0,1594.0,1594.0,1587.5749999999998,1576.1399999999999,1569.0,1549.0,1519.0,1517.5700000000002,1499.0,1465.43,1412.9250000000002,1378.5,1354.215,1324.93,1298.5,1298.5,1298.5,1298.5,1311.3600000000001,1325.645,1356.3600000000001,1378.5,1394.9299999999998,1404.2150000000001,1408.5,1408.5,1408.5,1408.5,1405.645,1403.5,1403.5,1403.5,1403.5,1403.5,1394.9299999999998,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5
광산동,1519.0,1519.0,1519.0,1519.0,1519.0,1530.43,1539.0,1539.0,1559.0,1561.86,1579.0,1579.0,1579.0,1579.0,1549.0,1549.0,1549.0,1519.0,1513.29,1479.0,1449.0,1403.29,1399.0,1349.0,1309.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1293.29,1329.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0
광천동,1531.4299999999998,1540.0,1535.7150000000001,1530.0,1530.7150000000001,1535.0,1535.0,1540.0,1554.285,1561.0,1567.0,1567.0,1559.145,1553.0700000000002,1533.0700000000002,1523.0700000000002,1514.5,1512.355,1498.7849999999999,1485.4299999999998,1461.4299999999998,1417.9299999999998,1357.0700000000002,1332.0749999999998,1311.355,1299.9299999999998,1293.2150000000001,1277.7849999999999,1277.7849999999999,1283.5,1290.645,1304.8600000000001,1321.785,1335.0700000000002,1344.2150000000001,1350.145,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1343.145,1342.0,1340.5700000000002,1332.0,1333.4299999999998,1329.645,1313.645,1311.5,1306.855
내남동,1559.0,1559.0,1559.0,1559.0,1516.14,1520.43,1539.0,1544.71,1564.71,1579.0,1579.0,1579.0,1579.0,1557.57,1531.86,1519.0,1519.0,1482.43,1457.57,1431.57,1403.57,1368.71,1337.0,1300.43,1268.43,1247.86,1245.0,1223.57,1219.29,1250.0,1251.43,1286.14,1312.14,1340.43,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1342.14,1325.0,1325.0,1325.0,1325.0,1325.0,1325.0
농성동,1486.3333333333333,1492.7133333333334,1494.3333333333333,1495.2866666666666,1498.7133333333334,1509.2866666666669,1517.38,1524.0466666666669,1538.3300000000002,1541.0,1551.6666666666667,1547.1933333333334,1540.43,1530.5233333333333,1520.8133333333333,1505.6666666666667,1497.57,1486.9566666666667,1470.7133333333334,1450.8100000000002,1408.7133333333334,1374.3366666666668,1341.2866666666666,1314.1933333333334,1282.8099999999997,1263.4799999999998,1247.4766666666667,1239.0,1235.6666666666667,1238.3333333333333,1249.7633333333333,1285.4766666666667,1312.1433333333334,1334.0466666666669,1348.3333333333333,1345.4766666666667,1341.6666666666667,1330.2366666666667,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1320.62,1313.9533333333331,1313.0,1301.0,1289.0,1289.0,1288.0466666666669,1284.9033333333334
대촌동,1498.0,1498.0,1498.0,1499.43,1498.0,1509.43,1518.0,1534.67,1538.0,1542.29,1548.0,1548.0,1548.0,1530.86,1516.57,1508.0,1495.14,1478.0,1458.0,1435.14,1392.29,1366.57,1332.29,1300.86,1272.29,1248.0,1238.0,1223.71,1218.0,1218.0,1218.0,1260.86,1286.57,1335.14,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1320.86,1318.0,1318.0,1318.0,1300.86,1298.0,1298.0,1298.0,1298.0,1298.0,1289.43
덕림동,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1568.57,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1487.14,1450.0,1414.29,1400.0,1373.33,1360.0,1360.0,1300.0,1290.0,1290.0,1290.0,1367.14,1380.0,1388.57,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1412.86,1430.0
도덕동,1499.0,1499.0,1510.43,1519.0,1527.57,1529.0,1529.0,1527.57,1533.29,1539.0,1539.0,1539.0,1539.0,1533.29,1517.57,1499.0,1493.29,1483.29,1454.71,1436.14,1380.43,1357.57,1321.86,1299.0,1281.86,1257.57,1253.29,1239.0,1239.0,1239.0,1247.57,1304.71,1299.0,1324.71,1330.43,1329.0,1329.0,1329.0,1329.0,1329.0,1330.43,1330.43,1329.0,1329.0,1316.14,1306.14,1297.57,1290.29,1286.14,1279.0,1279.0,1279.0
도산동,1489.0,1489.0,1499.0,1499.0,1507.57,1509.0,1519.0,1519.0,1527.57,1540.43,1549.0,1549.0,1543.29,1534.71,1517.57,1504.71,1496.14,1480.43,1460.43,1421.86,1387.57,1354.71,1307.57,1293.29,1253.29,1239.0,1221.86,1219.0,1219.0,1227.57,1239.0,1263.29,1296.14,1309.0,1317.57,1321.86,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1327.57,1316.14,1299.0,1299.0,1294.71,1289.0,1289.0,1289.0
도천동,1521.257,1521.2,1519.6290000000001,1520.771,1524.459,1527.5,1529.157,1538.586,1544.971,1551.815,1557.587,1557.3,1557.3,1556.586,1556.443,1550.986,1540.2,1523.8000000000002,1508.4140000000002,1486.9140000000002,1451.7559999999999,1416.845,1376.758,1338.9420000000002,1311.816,1297.9160000000002,1285.271,1268.042,1262.042,1265.971,1270.5430000000001,1297.815,1317.843,1337.602,1349.455,1354.157,1352.429,1352.6,1352.6,1351.886,1352.6,1352.6,1354.886,1355.6,1355.6,1355.143,1343.9299999999998,1339.9,1337.757,1337.4,1335.4,1334.971
동명동,1495.0,1495.0,1495.0,1495.0,1498.43,1507.57,1509.0,1517.14,1522.86,1530.0,1534.29,1534.29,1531.43,1521.43,1510.43,1491.86,1489.0,1479.29,1460.86,1432.0,1399.57,1359.14,1318.14,1285.0,1265.0,1245.0,1233.14,1220.71,1219.0,1219.0,1231.0,1270.71,1300.43,1313.29,1317.57,1322.43,1317.86,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1313.29,1297.57,1289.0,1289.0,1289.0,1289.0,1289.0,1272.71
동천동,1505.0,1505.0,1510.71,1516.43,1525.0,1525.0,1532.14,1539.29,1555.0,1569.29,1575.0,1575.0,1575.0,1575.0,1575.0,1575.0,1575.0,1539.0,1513.86,1465.0,1408.43,1367.0,1328.43,1299.0,1260.71,1239.29,1223.57,1212.86,1210.0,1214.29,1220.71,1268.43,1304.14,1335.0,1335.0,1342.14,1345.0,1323.57,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1299.0,1299.0,1299.0,1299.0,1299.0
두암동,1528.1425,1518.5,1522.785,1529.215,1533.5,1541.3575,1546.0,1547.4275,1548.5,1554.9275,1554.215,1553.5,1553.5,1549.5725,1540.2849999999999,1532.785,1525.5000000000002,1507.9275,1488.43,1466.2125,1426.8575,1389.4274999999998,1356.8575,1336.7150000000001,1307.6425,1295.8575,1288.5,1287.75,1290.25,1290.25,1301.6775,1326.32,1339.7125,1349.785,1357.285,1358.0,1358.0,1360.1425,1360.5,1360.5,1360.5,1360.5,1360.5,1360.5,1360.5,1354.785,1348.0,1348.0,1348.0,1348.0,1343.9275,1338.1425
마륵동,1522.5,1522.6775,1521.25,1523.7150000000001,1525.8925,1530.8225,1536.4275,1546.6775,1552.465,1561.68,1567.75,1567.75,1565.25,1559.3575,1547.5725,1532.5700000000002,1519.645,1503.75,1491.2849999999999,1476.395,1451.1425,1397.7475000000002,1352.25,1326.1425000000002,1303.2875,1280.785,1248.6075,1233.0375,1231.6075,1236.6425,1257.6425,1294.5725,1320.965,1339.715,1350.4275,1351.5,1351.215,1346.0375,1343.0,1343.0,1343.0,1343.0,1344.965,1340.3225,1334.5349999999999,1327.3225,1318.75,1318.75,1309.535,1310.25,1309.3225,1310.8925
망월동,1518.0,1518.0,1518.0,1518.0,1518.0,1518.0,1518.0,1529.43,1538.0,1546.57,1558.0,1558.0,1558.0,1549.43,1533.71,1519.43,1506.57,1495.43,1480.43,1469.0,1397.14,1323.29,1292.71,1280.14,1261.29,1232.0,1210.0,1210.0,1210.0,1229.43,1259.0,1259.0,1279.57,1325.0,1325.0,1332.14,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1330.71,1325.0,1326.43,1326.43,1325.0,1325.0,1325.0,1325.0
매곡동,1534.145,1527.0,1527.7150000000001,1537.7150000000001,1542.0,1546.855,1555.4299999999998,1561.145,1569.0,1574.0,1584.0,1582.5700000000002,1584.0,1581.145,1566.855,1554.0,1554.0,1542.5700000000002,1525.4299999999998,1500.4250000000002,1476.145,1424.0,1390.4250000000002,1374.7150000000001,1338.2849999999999,1327.5700000000002,1312.5700000000002,1315.4299999999998,1311.145,1311.145,1324.0,1328.2849999999999,1352.57,1369.14,1377.0,1377.7150000000001,1382.0,1382.0,1382.0,1382.0,1382.0,1382.0,1382.0,1382.0,1381.0,1344.0,1327.0,1322.7150000000001,1312.0,1312.0,1312.0,1310.855
매월동,1489.857142857143,1492.0828571428572,1497.2857142857142,1497.2857142857142,1499.3285714285714,1505.162857142857,1520.7942857142857,1525.2857142857142,1527.9785714285715,1536.5514285714285,1554.2242857142858,1553.3671428571429,1553.7342857142855,1547.1642857142858,1530.8785714285716,1510.5314285714285,1493.55,1477.7542857142855,1472.55,1448.4500000000003,1401.1014285714284,1368.8971428571429,1335.3671428571429,1302.4085714285716,1273.3885714285716,1250.47,1228.6957142857143,1205.062857142857,1198.5714285714287,1200.6128571428574,1224.7342857142855,1285.02,1321.9585714285713,1329.6742857142858,1331.7142857142858,1331.7142857142858,1331.7142857142858,1328.0414285714287,1326.5714285714287,1326.5714285714287,1326.5714285714287,1329.02,1328.6128571428574,1319.1014285714284,1317.3057142857142,1297.0214285714287,1284.7142857142858,1284.7142857142858,1283.0,1282.672857142857,1281.8157142857142,1278.7342857142855
명화동,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1525.86,1501.86,1489.0,1420.43,1369.0,1369.0,1369.0,1311.86,1269.0,1269.0,1269.0,1281.86,1299.0,1299.0,1299.0,1299.0,1299.0,1299.0,1313.29,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0
문흥동,1544.0,1544.0,1544.0,1544.0,1544.7150000000001,1549.0,1549.0,1551.855,1561.855,1565.4299999999998,1584.0,1584.0,1584.0,1584.0,1572.5749999999998,1554.0,1544.0,1539.7150000000001,1526.855,1502.5700000000002,1471.145,1421.855,1378.2849999999999,1354.0,1311.855,1294.7150000000001,1276.855,1274.0,1274.0,1275.4299999999998,1284.0,1316.1399999999999,1337.5700000000002,1343.2849999999999,1354.7150000000001,1359.0,1359.0,1361.145,1364.0,1364.0,1366.855,1369.0,1369.0,1369.0,1369.0,1369.0,1369.0,1369.0,1361.855,1359.0,1359.0,1359.0
백운동,1509.0,1509.0,1509.0,1509.0,1519.0,1523.29,1529.0,1529.0,1530.43,1543.29,1549.0,1549.0,1543.29,1527.57,1517.57,1503.29,1494.71,1484.71,1471.86,1449.0,1410.43,1367.57,1327.57,1299.0,1274.71,1257.57,1236.14,1220.43,1216.14,1231.86,1249.0,1299.0,1319.0,1301.86,1299.0,1327.57,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1321.86,1299.0,1299.0,1299.0,1290.43,1279.0,1277.57
벽진동,1514.0,1516.145,1517.0,1521.2849999999999,1522.0,1525.5700000000002,1536.285,1537.5700000000002,1543.855,1549.855,1567.0,1567.0,1567.0,1562.7150000000001,1547.0,1533.0,1522.7150000000001,1507.7150000000001,1489.14,1471.2849999999999,1439.8600000000001,1396.2849999999999,1358.5700000000002,1319.7150000000001,1291.8600000000001,1256.145,1239.0,1239.0,1240.4299999999998,1247.5700000000002,1255.4299999999998,1279.71,1311.855,1326.855,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1329.0,1321.855,1319.0,1319.0,1304.0,1306.145,1309.0,1309.0
복룡동,1475.0,1475.0,1480.285,1489.4250000000002,1493.0,1493.0,1500.14,1510.14,1521.5700000000002,1530.855,1530.145,1530.855,1523.71,1510.855,1496.4299999999998,1487.29,1470.145,1451.5700000000002,1430.145,1389.4299999999998,1369.4250000000002,1296.5700000000002,1273.0,1245.855,1199.4299999999998,1193.0,1193.0,1184.4299999999998,1196.5700000000002,1213.0,1224.4299999999998,1258.1399999999999,1275.7150000000001,1285.0,1290.7150000000001,1306.4299999999998,1310.0,1310.2849999999999,1311.0,1311.0,1311.0,1311.0,1304.5749999999998,1298.0,1298.0,1295.14,1288.0,1288.0,1274.7150000000001,1268.0,1268.0,1268.0
