"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 01월 4주","현대오일뱅크","셀프","0.00","1553.00","1373.00","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 01월 5주","현대오일뱅크","셀프","0.00","1533.00","1353.00","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 02월 1주","현대오일뱅크","셀프","0.00","1524.43","1344.43","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 02월 2주","현대오일뱅크","셀프","0.00","1514.43","1331.57","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 02월 3주","현대오일뱅크","셀프","0.00","1493.00","1323.00","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 02월 4주","현대오일뱅크","셀프","0.00","1493.00","1301.57","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 03월 1주","현대오일뱅크","셀프","0.00","1490.14","1290.14","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 03월 2주","현대오일뱅크","셀프","0.00","1467.29","1267.29","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 03월 3주","현대오일뱅크","셀프","0.00","1444.43","1244.43","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 03월 4주","현대오일뱅크","셀프","0.00","1390.14","1190.14","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 04월 1주","현대오일뱅크","셀프","0.00","1364.43","1164.43","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 04월 2주","현대오일뱅크","셀프","0.00","1325.86","1125.86","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 04월 3주","현대오일뱅크","셀프","0.00","1293.00","1093.00","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 04월 4주","현대오일뱅크","셀프","0.00","1275.86","1075.86","0.00"
"A0020701","광주 광산구","(유)모우리주유소","광주 광산구 소촌로 68 (소촌동)","2020년 04월 5주","현대오일뱅크","셀프","0.00","1247.29","1047.29","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 11월 1주","현대오일뱅크","셀프","0.00","1509.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 11월 2주","현대오일뱅크","셀프","0.00","1509.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 11월 3주","현대오일뱅크","셀프","0.00","1509.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 11월 4주","현대오일뱅크","셀프","0.00","1509.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 12월 1주","현대오일뱅크","셀프","0.00","1509.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 12월 2주","현대오일뱅크","셀프","0.00","1512.57","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 12월 3주","현대오일뱅크","셀프","0.00","1514.00","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2019년 12월 4주","현대오일뱅크","셀프","0.00","1519.14","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 01월 1주","현대오일뱅크","셀프","0.00","1526.00","1361.86","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 01월 2주","현대오일뱅크","셀프","0.00","1539.00","1369.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 01월 3주","현대오일뱅크","셀프","0.00","1547.00","1369.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 01월 4주","현대오일뱅크","셀프","0.00","1547.00","1369.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 01월 5주","현대오일뱅크","셀프","0.00","1543.57","1366.14","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 02월 1주","현대오일뱅크","셀프","0.00","1526.43","1359.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 02월 2주","현대오일뱅크","셀프","0.00","1519.86","1356.14","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 02월 3주","현대오일뱅크","셀프","0.00","1500.57","1346.14","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 02월 4주","현대오일뱅크","셀프","0.00","1498.00","1329.00","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 03월 1주","현대오일뱅크","셀프","0.00","1490.86","1312.86","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 03월 2주","현대오일뱅크","셀프","0.00","1485.43","1295.14","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 03월 3주","현대오일뱅크","셀프","0.00","1461.86","1271.71","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 03월 4주","현대오일뱅크","셀프","0.00","1430.43","1236.14","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 04월 1주","현대오일뱅크","셀프","0.00","1391.57","1197.86","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 04월 2주","현대오일뱅크","셀프","0.00","1349.00","1151.86","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 04월 3주","현대오일뱅크","셀프","0.00","1323.71","1115.43","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 04월 4주","현대오일뱅크","셀프","0.00","1281.71","1087.57","0.00"
"A0020673","광주 광산구","(유)학곡 수완현대주유소","광주 광산구 임방울대로 472 (수완동)","2020년 04월 5주","현대오일뱅크","셀프","0.00","1268.00","1079.00","0.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 11월 1주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 11월 2주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 11월 3주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 11월 4주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 12월 1주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 12월 2주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 12월 3주","GS칼텍스","일반","1759.00","1509.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2019년 12월 4주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 01월 1주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 01월 2주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 01월 3주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 01월 4주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 01월 5주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 02월 1주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 02월 2주","GS칼텍스","일반","1759.00","1549.00","1379.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 02월 3주","GS칼텍스","일반","1759.00","1543.29","1381.86","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 02월 4주","GS칼텍스","일반","1759.00","1529.00","1349.00","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 03월 1주","GS칼텍스","일반","1759.00","1509.00","1380.43","1100.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 03월 2주","GS칼텍스","일반","1759.00","1494.71","1314.71","1028.57"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 03월 3주","GS칼텍스","일반","1759.00","1485.00","1302.14","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 03월 4주","GS칼텍스","일반","1759.00","1460.71","1270.71","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 04월 1주","GS칼텍스","일반","1759.00","1419.00","1219.00","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 04월 2주","GS칼텍스","일반","1701.86","1376.14","1176.14","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 04월 3주","GS칼텍스","일반","1659.00","1327.57","1149.00","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 04월 4주","GS칼텍스","일반","1659.00","1299.00","1131.86","1000.00"
"A0020491","광주 광산구","(유)효창주유소","광주 광산구 사암로 744 (도천동)","2020년 04월 5주","GS칼텍스","일반","1659.00","1290.43","1100.43","1000.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 11월 1주","GS칼텍스","셀프","1699.00","1529.00","1399.00","0.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 11월 2주","GS칼텍스","셀프","1699.00","1529.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 11월 3주","GS칼텍스","셀프","1699.00","1529.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 11월 4주","GS칼텍스","셀프","1699.00","1529.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 12월 1주","GS칼텍스","셀프","1699.00","1529.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 12월 2주","GS칼텍스","셀프","1713.29","1550.43","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 12월 3주","GS칼텍스","셀프","1749.00","1579.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2019년 12월 4주","GS칼텍스","셀프","1749.00","1579.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 01월 1주","GS칼텍스","셀프","1749.00","1579.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 01월 2주","GS칼텍스","셀프","1749.00","1579.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 01월 3주","GS칼텍스","셀프","1749.00","1581.86","1401.86","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 01월 4주","GS칼텍스","셀프","1749.00","1599.00","1419.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 01월 5주","GS칼텍스","셀프","1749.00","1599.00","1419.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 02월 1주","GS칼텍스","셀프","1749.00","1593.29","1413.29","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 02월 2주","GS칼텍스","셀프","1749.00","1579.00","1399.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 02월 3주","GS칼텍스","셀프","1749.00","1564.71","1384.71","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 02월 4주","GS칼텍스","셀프","1713.29","1537.57","1357.57","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 03월 1주","GS칼텍스","셀프","1699.00","1529.00","1349.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 03월 2주","GS칼텍스","셀프","1699.00","1529.00","1349.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 03월 3주","GS칼텍스","셀프","1699.00","1520.43","1334.71","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 03월 4주","GS칼텍스","셀프","1699.00","1480.43","1281.86","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 04월 1주","GS칼텍스","셀프","1699.00","1430.43","1230.43","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 04월 2주","GS칼텍스","셀프","1699.00","1396.14","1200.43","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 04월 3주","GS칼텍스","셀프","1699.00","1341.86","1154.71","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 04월 4주","GS칼텍스","셀프","1699.00","1299.00","1119.00","990.00"
"A0020622","광주 광산구","(주)대각주유소","광주 광산구 용아로 143 (소촌동)","2020년 04월 5주","GS칼텍스","셀프","1641.86","1276.14","1107.57","990.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 11월 1주","SK에너지","일반","0.00","1507.00","1359.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 11월 2주","SK에너지","일반","0.00","1507.00","1359.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 11월 3주","SK에너지","일반","0.00","1507.00","1359.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 11월 4주","SK에너지","일반","0.00","1507.00","1359.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 12월 1주","SK에너지","일반","0.00","1517.29","1367.57","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 12월 2주","SK에너지","일반","0.00","1519.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 12월 3주","SK에너지","일반","0.00","1524.14","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2019년 12월 4주","SK에너지","일반","0.00","1527.86","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 01월 1주","SK에너지","일반","0.00","1533.29","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 01월 2주","SK에너지","일반","0.00","1546.14","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 01월 3주","SK에너지","일반","0.00","1549.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 01월 4주","SK에너지","일반","0.00","1549.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 01월 5주","SK에너지","일반","0.00","1549.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 02월 1주","SK에너지","일반","0.00","1549.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 02월 2주","SK에너지","일반","0.00","1549.00","1369.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 02월 3주","SK에너지","일반","0.00","1540.43","1359.57","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 02월 4주","SK에너지","일반","0.00","1529.00","1347.00","1100.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 03월 1주","SK에너지","일반","0.00","1511.86","1329.86","1042.86"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 03월 2주","SK에너지","일반","0.00","1497.57","1315.57","1000.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 03월 3주","SK에너지","일반","0.00","1476.14","1286.43","1000.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 03월 4주","SK에너지","일반","0.00","1436.14","1236.14","928.57"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 04월 1주","SK에너지","일반","0.00","1403.29","1203.29","900.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 04월 2주","SK에너지","일반","0.00","1361.00","1161.00","900.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 04월 3주","SK에너지","일반","0.00","1322.71","1127.00","900.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 04월 4주","SK에너지","일반","0.00","1297.00","1101.29","900.00"
"A0020644","광주 광산구","(주)대창석유직영 공단주유소","광주 광산구 사암로 800 (도천동)","2020년 04월 5주","SK에너지","일반","0.00","1288.43","1088.43","900.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 11월 1주","SK에너지","일반","0.00","1499.00","1364.00","0.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 11월 2주","SK에너지","일반","0.00","1499.00","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 11월 3주","SK에너지","일반","0.00","1499.00","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 11월 4주","SK에너지","일반","0.00","1503.29","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 12월 1주","SK에너지","일반","0.00","1509.00","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 12월 2주","SK에너지","일반","0.00","1517.57","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 12월 3주","SK에너지","일반","0.00","1524.14","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2019년 12월 4주","SK에너지","일반","0.00","1535.57","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 01월 1주","SK에너지","일반","0.00","1539.00","1364.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 01월 2주","SK에너지","일반","0.00","1551.86","1369.71","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 01월 3주","SK에너지","일반","0.00","1559.00","1374.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 01월 4주","SK에너지","일반","0.00","1559.00","1374.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 01월 5주","SK에너지","일반","0.00","1559.00","1374.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 02월 1주","SK에너지","일반","0.00","1559.00","1374.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 02월 2주","SK에너지","일반","0.00","1550.43","1365.43","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 02월 3주","SK에너지","일반","0.00","1513.29","1354.00","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 02월 4주","SK에너지","일반","0.00","1509.00","1333.29","1100.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 03월 1주","SK에너지","일반","0.00","1509.00","1325.00","1042.86"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 03월 2주","SK에너지","일반","0.00","1483.86","1302.14","1000.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 03월 3주","SK에너지","일반","0.00","1456.43","1273.57","1000.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 03월 4주","SK에너지","일반","0.00","1420.14","1224.43","928.57"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 04월 1주","SK에너지","일반","0.00","1393.29","1203.29","900.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 04월 2주","SK에너지","일반","0.00","1352.43","1184.71","900.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 04월 3주","SK에너지","일반","0.00","1316.71","1138.71","900.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 04월 4주","SK에너지","일반","0.00","1295.00","1100.43","900.00"
"A0020678","광주 광산구","(주)대창석유직영 운수주유소","광주 광산구 동곡로 846 (운수동)","2020년 04월 5주","SK에너지","일반","0.00","1277.86","1091.86","900.00"
"A0020614","광주 광산구","(주)동곡에너지","광주 광산구 북문대로 328 (신창동)","2019년 11월 1주","S-OIL","일반","0.00","1529.00","1379.00","1000.00"
"A0020614","광주 광산구","(주)동곡에너지","광주 광산구 북문대로 328 (신창동)","2019년 11월 2주","S-OIL","일반","0.00","1529.00","1379.00","1000.00"
"A0020614","광주 광산구","(주)동곡에너지","광주 광산구 북문대로 328 (신창동)","2019년 11월 3주","S-OIL","일반","0.00","1534.71","1379.00","1000.00"
"A0020614","광주 광산구","(주)동곡에너지","광주 광산구 북문대로 328 (신창동)","2019년 11월 4주","S-OIL","일반","0.00","1549.00","1379.00","1000.00"
